States and selected areas:  Employment status of the civilian noninstitutional population,;;;;;;;;;;
January 1976 to date, seasonally adjusted;;;;;;;;;;
;;;;;;;;;;
FIPS Code;State and area;Period;;Civilian non-institutional population;Civilian labor force;;;;;
44;Rhode Island;1987;06;762 000   ;518 016   ;68,0   ;498 747   ;65,5   ;19 269   ;3,7   
45;South Carolina;1987;06;2 494 000   ;1 620 121   ;65,0   ;1 532 025   ;61,4   ;88 096   ;5,4   
46;South Dakota;1987;06;515 000   ;352 513   ;68,4   ;337 602   ;65,6   ;14 911   ;4,2   
47;Tennessee;1987;06;3 680 000   ;2 337 349   ;63,5   ;2 181 083   ;59,3   ;156 266   ;6,7   
48;Texas;1987;06;12 016 000   ;8 271 694   ;68,8   ;7 573 316   ;63,0   ;698 378   ;8,4   
49;Utah;1987;06;1 086 000   ;755 146   ;69,5   ;707 436   ;65,1   ;47 710   ;6,3   
50;Vermont;1987;06;413 000   ;295 192   ;71,5   ;284 592   ;68,9   ;10 600   ;3,6   
51;Virginia;1987;06;4 392 000   ;3 000 828   ;68,3   ;2 872 793   ;65,4   ;128 035   ;4,3   
53;Washington;1987;06;3 394 000   ;2 251 413   ;66,3   ;2 087 635   ;61,5   ;163 778   ;7,3   
54;West Virginia;1987;06;1 450 000   ;746 475   ;51,5   ;665 644   ;45,9   ;80 831   ;10,8   
55;Wisconsin;1987;06;3 616 000   ;2 484 950   ;68,7   ;2 338 752   ;64,7   ;146 198   ;5,9   
56;Wyoming;1987;06;349 000   ;239 858   ;68,7   ;220 558   ;63,2   ;19 300   ;8,0   
01;Alabama;1987;07;3 039 000   ;1 868 004   ;61,5   ;1 723 262   ;56,7   ;144 742   ;7,7   
02;Alaska;1987;07;344 000   ;247 594   ;72,0   ;222 109   ;64,6   ;25 485   ;10,3   
04;Arizona;1987;07;2 518 000   ;1 621 164   ;64,4   ;1 519 613   ;60,4   ;101 551   ;6,3   
05;Arkansas;1987;07;1 779 000   ;1 094 380   ;61,5   ;1 006 155   ;56,6   ;88 225   ;8,1   
06;California;1987;07;20 547 000   ;13 755 585   ;66,9   ;12 979 060   ;63,2   ;776 525   ;5,6   
037;Los Angeles County;1987;07;6 367 900   ;4 235 569   ;66,5   ;3 991 412   ;62,7   ;244 157   ;5,8   
08;Colorado;1987;07;2 439 000   ;1 695 845   ;69,5   ;1 571 576   ;64,4   ;124 269   ;7,3   
09;Connecticut;1987;07;2 507 000   ;1 749 507   ;69,8   ;1 693 131   ;67,5   ;56 376   ;3,2   
10;Delaware;1987;07;491 000   ;332 207   ;67,7   ;322 280   ;65,6   ;9 927   ;3,0   
11;District of Columbia;1987;07;474 000   ;331 290   ;69,9   ;310 752   ;65,6   ;20 538   ;6,2   
12;Florida;1987;07;9 441 000   ;5 872 944   ;62,2   ;5 568 142   ;59,0   ;304 802   ;5,2   
13;Georgia;1987;07;4 561 000   ;3 060 334   ;67,1   ;2 892 711   ;63,4   ;167 623   ;5,5   
15;Hawaii;1987;07;763 000   ;512 112   ;67,1   ;492 241   ;64,5   ;19 871   ;3,9   
16;Idaho;1987;07;711 000   ;471 677   ;66,3   ;436 111   ;61,3   ;35 566   ;7,5   
17;Illinois;1987;07;8 745 000   ;5 771 319   ;66,0   ;5 345 431   ;61,1   ;425 888   ;7,4   
18;Indiana;1987;07;4 161 000   ;2 758 595   ;66,3   ;2 585 409   ;62,1   ;173 186   ;6,3   
19;Iowa;1987;07;2 137 000   ;1 452 027   ;67,9   ;1 371 994   ;64,2   ;80 033   ;5,5   
20;Kansas;1987;07;1 832 000   ;1 264 895   ;69,0   ;1 204 409   ;65,7   ;60 486   ;4,8   
21;Kentucky;1987;07;2 775 000   ;1 688 204   ;60,8   ;1 549 859   ;55,9   ;138 345   ;8,2   
22;Louisiana;1987;07;3 195 000   ;1 946 245   ;60,9   ;1 713 823   ;53,6   ;232 422   ;11,9   
23;Maine;1987;07;898 000   ;588 366   ;65,5   ;562 733   ;62,7   ;25 633   ;4,4   
24;Maryland;1987;07;3 452 000   ;2 406 978   ;69,7   ;2 304 706   ;66,8   ;102 272   ;4,2   
25;Massachusetts;1987;07;4 588 000   ;3 091 639   ;67,4   ;2 995 492   ;65,3   ;96 147   ;3,1   
26;Michigan;1987;07;6 940 000   ;4 525 348   ;65,2   ;4 146 560   ;59,7   ;378 788   ;8,4   
27;Minnesota;1987;07;3 198 000   ;2 283 641   ;71,4   ;2 165 301   ;67,7   ;118 340   ;5,2   
28;Mississippi;1987;07;1 878 000   ;1 148 865   ;61,2   ;1 036 131   ;55,2   ;112 734   ;9,8   
29;Missouri;1987;07;3 870 000   ;2 591 288   ;67,0   ;2 426 832   ;62,7   ;164 456   ;6,3   
30;Montana;1987;07;597 000   ;400 532   ;67,1   ;370 905   ;62,1   ;29 627   ;7,4   
31;Nebraska;1987;07;1 181 000   ;810 637   ;68,6   ;774 368   ;65,6   ;36 269   ;4,5   
32;Nevada;1987;07;765 000   ;557 482   ;72,9   ;523 232   ;68,4   ;34 250   ;6,1   
33;New Hampshire;1987;07;805 000   ;584 457   ;72,6   ;570 762   ;70,9   ;13 695   ;2,3   
34;New Jersey;1987;07;6 006 000   ;3 973 396   ;66,2   ;3 809 399   ;63,4   ;163 997   ;4,1   
35;New Mexico;1987;07;1 074 000   ;675 422   ;62,9   ;617 389   ;57,5   ;58 033   ;8,6   
36;New York;1987;07;13 769 000   ;8 483 495   ;61,6   ;8 080 162   ;58,7   ;403 333   ;4,8   
51000;New York city;1987;07;5 835 100   ;3 242 143   ;55,6   ;3 063 577   ;52,5   ;178 566   ;5,5   
37;North Carolina;1987;07;4 810 000   ;3 272 538   ;68,0   ;3 127 793   ;65,0   ;144 745   ;4,4   
38;North Dakota;1987;07;483 000   ;330 909   ;68,5   ;314 615   ;65,1   ;16 294   ;4,9   
39;Ohio;1987;07;8 165 000   ;5 250 912   ;64,3   ;4 885 876   ;59,8   ;365 036   ;7,0   
40;Oklahoma;1987;07;2 399 000   ;1 555 782   ;64,9   ;1 445 758   ;60,3   ;110 024   ;7,1   
41;Oregon;1987;07;2 084 000   ;1 390 498   ;66,7   ;1 304 785   ;62,6   ;85 713   ;6,2   
42;Pennsylvania;1987;07;9 301 000   ;5 669 405   ;61,0   ;5 351 786   ;57,5   ;317 619   ;5,6   
44;Rhode Island;1987;07;763 000   ;518 439   ;67,9   ;499 511   ;65,5   ;18 928   ;3,7   
45;South Carolina;1987;07;2 498 000   ;1 620 623   ;64,9   ;1 535 836   ;61,5   ;84 787   ;5,2   
46;South Dakota;1987;07;515 000   ;353 008   ;68,5   ;338 170   ;65,7   ;14 838   ;4,2   
47;Tennessee;1987;07;3 685 000   ;2 338 095   ;63,4   ;2 186 437   ;59,3   ;151 658   ;6,5   
48;Texas;1987;07;12 021 000   ;8 279 326   ;68,9   ;7 586 330   ;63,1   ;692 996   ;8,4   
49;Utah;1987;07;1 087 000   ;754 113   ;69,4   ;707 529   ;65,1   ;46 584   ;6,2   
50;Vermont;1987;07;413 000   ;296 116   ;71,7   ;285 485   ;69,1   ;10 631   ;3,6   
51;Virginia;1987;07;4 400 000   ;3 006 399   ;68,3   ;2 882 251   ;65,5   ;124 148   ;4,1   
53;Washington;1987;07;3 400 000   ;2 261 750   ;66,5   ;2 099 340   ;61,7   ;162 410   ;7,2   
54;West Virginia;1987;07;1 450 000   ;746 890   ;51,5   ;666 319   ;46,0   ;80 571   ;10,8   
55;Wisconsin;1987;07;3 618 000   ;2 488 812   ;68,8   ;2 344 559   ;64,8   ;144 253   ;5,8   
56;Wyoming;1987;07;348 000   ;239 053   ;68,7   ;220 438   ;63,3   ;18 615   ;7,8   
01;Alabama;1987;08;3 041 000   ;1 869 646   ;61,5   ;1 726 755   ;56,8   ;142 891   ;7,6   
02;Alaska;1987;08;344 000   ;247 465   ;71,9   ;222 316   ;64,6   ;25 149   ;10,2   
04;Arizona;1987;08;2 523 000   ;1 625 655   ;64,4   ;1 524 591   ;60,4   ;101 064   ;6,2   
05;Arkansas;1987;08;1 780 000   ;1 098 556   ;61,7   ;1 010 550   ;56,8   ;88 006   ;8,0   
06;California;1987;08;20 585 000   ;13 788 770   ;67,0   ;13 017 875   ;63,2   ;770 895   ;5,6   
037;Los Angeles County;1987;08;6 373 600   ;4 245 919   ;66,6   ;4 005 882   ;62,9   ;240 037   ;5,7   
08;Colorado;1987;08;2 440 000   ;1 695 738   ;69,5   ;1 574 129   ;64,5   ;121 609   ;7,2   
09;Connecticut;1987;08;2 508 000   ;1 749 238   ;69,7   ;1 693 403   ;67,5   ;55 835   ;3,2   
10;Delaware;1987;08;492 000   ;332 935   ;67,7   ;323 013   ;65,7   ;9 922   ;3,0   
11;District of Columbia;1987;08;473 000   ;330 763   ;69,9   ;310 556   ;65,7   ;20 207   ;6,1   
12;Florida;1987;08;9 460 000   ;5 894 086   ;62,3   ;5 589 921   ;59,1   ;304 165   ;5,2   
13;Georgia;1987;08;4 568 000   ;3 070 367   ;67,2   ;2 899 396   ;63,5   ;170 971   ;5,6   
15;Hawaii;1987;08;764 000   ;513 927   ;67,3   ;494 369   ;64,7   ;19 558   ;3,8   
16;Idaho;1987;08;711 000   ;471 741   ;66,3   ;436 720   ;61,4   ;35 021   ;7,4   
17;Illinois;1987;08;8 749 000   ;5 778 520   ;66,0   ;5 360 287   ;61,3   ;418 233   ;7,2   
18;Indiana;1987;08;4 164 000   ;2 757 462   ;66,2   ;2 588 639   ;62,2   ;168 823   ;6,1   
19;Iowa;1987;08;2 138 000   ;1 453 310   ;68,0   ;1 374 276   ;64,3   ;79 034   ;5,4   
20;Kansas;1987;08;1 833 000   ;1 266 573   ;69,1   ;1 206 707   ;65,8   ;59 866   ;4,7   
21;Kentucky;1987;08;2 776 000   ;1 687 168   ;60,8   ;1 551 422   ;55,9   ;135 746   ;8,0   
22;Louisiana;1987;08;3 193 000   ;1 944 858   ;60,9   ;1 713 869   ;53,7   ;230 989   ;11,9   
23;Maine;1987;08;900 000   ;591 069   ;65,7   ;565 388   ;62,8   ;25 681   ;4,3   
24;Maryland;1987;08;3 457 000   ;2 412 190   ;69,8   ;2 309 942   ;66,8   ;102 248   ;4,2   
25;Massachusetts;1987;08;4 590 000   ;3 095 139   ;67,4   ;3 001 302   ;65,4   ;93 837   ;3,0   
26;Michigan;1987;08;6 943 000   ;4 525 727   ;65,2   ;4 149 799   ;59,8   ;375 928   ;8,3   
27;Minnesota;1987;08;3 202 000   ;2 286 816   ;71,4   ;2 169 551   ;67,8   ;117 265   ;5,1   
28;Mississippi;1987;08;1 879 000   ;1 149 257   ;61,2   ;1 037 909   ;55,2   ;111 348   ;9,7   
29;Missouri;1987;08;3 873 000   ;2 591 510   ;66,9   ;2 429 601   ;62,7   ;161 909   ;6,2   
30;Montana;1987;08;597 000   ;401 051   ;67,2   ;371 233   ;62,2   ;29 818   ;7,4   
31;Nebraska;1987;08;1 182 000   ;811 091   ;68,6   ;775 410   ;65,6   ;35 681   ;4,4   
32;Nevada;1987;08;768 000   ;559 689   ;72,9   ;525 291   ;68,4   ;34 398   ;6,1   
33;New Hampshire;1987;08;807 000   ;586 207   ;72,6   ;572 057   ;70,9   ;14 150   ;2,4   
34;New Jersey;1987;08;6 009 000   ;3 975 294   ;66,2   ;3 813 492   ;63,5   ;161 802   ;4,1   
35;New Mexico;1987;08;1 075 000   ;675 545   ;62,8   ;618 173   ;57,5   ;57 372   ;8,5   
36;New York;1987;08;13 772 000   ;8 497 287   ;61,7   ;8 094 174   ;58,8   ;403 113   ;4,7   
51000;New York city;1987;08;5 835 000   ;3 245 897   ;55,6   ;3 067 186   ;52,6   ;178 711   ;5,5   
37;North Carolina;1987;08;4 816 000   ;3 280 094   ;68,1   ;3 137 428   ;65,1   ;142 666   ;4,3   
38;North Dakota;1987;08;483 000   ;331 274   ;68,6   ;314 965   ;65,2   ;16 309   ;4,9   
39;Ohio;1987;08;8 171 000   ;5 251 002   ;64,3   ;4 896 483   ;59,9   ;354 519   ;6,8   
40;Oklahoma;1987;08;2 398 000   ;1 552 547   ;64,7   ;1 444 357   ;60,2   ;108 190   ;7,0   
41;Oregon;1987;08;2 087 000   ;1 396 751   ;66,9   ;1 310 088   ;62,8   ;86 663   ;6,2   
42;Pennsylvania;1987;08;9 305 000   ;5 683 573   ;61,1   ;5 366 253   ;57,7   ;317 320   ;5,6   
44;Rhode Island;1987;08;763 000   ;518 507   ;68,0   ;500 019   ;65,5   ;18 488   ;3,6   
45;South Carolina;1987;08;2 501 000   ;1 622 982   ;64,9   ;1 539 972   ;61,6   ;83 010   ;5,1   
46;South Dakota;1987;08;515 000   ;353 672   ;68,7   ;338 927   ;65,8   ;14 745   ;4,2   
47;Tennessee;1987;08;3 688 000   ;2 338 489   ;63,4   ;2 191 174   ;59,4   ;147 315   ;6,3   
48;Texas;1987;08;12 025 000   ;8 286 108   ;68,9   ;7 598 548   ;63,2   ;687 560   ;8,3   
49;Utah;1987;08;1 088 000   ;753 518   ;69,3   ;707 976   ;65,1   ;45 542   ;6,0   
50;Vermont;1987;08;414 000   ;297 001   ;71,7   ;286 397   ;69,2   ;10 604   ;3,6   
51;Virginia;1987;08;4 407 000   ;3 012 393   ;68,4   ;2 891 265   ;65,6   ;121 128   ;4,0   
53;Washington;1987;08;3 407 000   ;2 271 983   ;66,7   ;2 110 163   ;61,9   ;161 820   ;7,1   
54;West Virginia;1987;08;1 449 000   ;747 518   ;51,6   ;667 128   ;46,0   ;80 390   ;10,8   
55;Wisconsin;1987;08;3 621 000   ;2 492 947   ;68,8   ;2 349 967   ;64,9   ;142 980   ;5,7   
56;Wyoming;1987;08;348 000   ;238 505   ;68,5   ;220 459   ;63,4   ;18 046   ;7,6   
01;Alabama;1987;09;3 042 000   ;1 871 186   ;61,5   ;1 729 334   ;56,8   ;141 852   ;7,6   
02;Alaska;1987;09;345 000   ;247 529   ;71,7   ;222 745   ;64,6   ;24 784   ;10,0   
04;Arizona;1987;09;2 528 000   ;1 630 182   ;64,5   ;1 529 206   ;60,5   ;100 976   ;6,2   
05;Arkansas;1987;09;1 780 000   ;1 102 327   ;61,9   ;1 014 521   ;57,0   ;87 806   ;8,0   
06;California;1987;09;20 622 000   ;13 825 180   ;67,0   ;13 056 839   ;63,3   ;768 341   ;5,6   
037;Los Angeles County;1987;09;6 379 200   ;4 258 384   ;66,8   ;4 020 931   ;63,0   ;237 453   ;5,6   
08;Colorado;1987;09;2 440 000   ;1 697 164   ;69,6   ;1 577 023   ;64,6   ;120 141   ;7,1   
09;Connecticut;1987;09;2 509 000   ;1 749 333   ;69,7   ;1 693 752   ;67,5   ;55 581   ;3,2   
10;Delaware;1987;09;493 000   ;334 074   ;67,8   ;323 997   ;65,7   ;10 077   ;3,0   
11;District of Columbia;1987;09;473 000   ;330 157   ;69,8   ;310 338   ;65,6   ;19 819   ;6,0   
12;Florida;1987;09;9 479 000   ;5 915 859   ;62,4   ;5 611 170   ;59,2   ;304 689   ;5,2   
13;Georgia;1987;09;4 574 000   ;3 081 435   ;67,4   ;2 906 422   ;63,5   ;175 013   ;5,7   
15;Hawaii;1987;09;765 000   ;515 695   ;67,4   ;496 555   ;64,9   ;19 140   ;3,7   
16;Idaho;1987;09;712 000   ;471 651   ;66,2   ;437 213   ;61,4   ;34 438   ;7,3   
17;Illinois;1987;09;8 753 000   ;5 784 488   ;66,1   ;5 372 267   ;61,4   ;412 221   ;7,1   
18;Indiana;1987;09;4 166 000   ;2 757 103   ;66,2   ;2 593 328   ;62,2   ;163 775   ;5,9   
19;Iowa;1987;09;2 139 000   ;1 455 253   ;68,0   ;1 377 651   ;64,4   ;77 602   ;5,3   
20;Kansas;1987;09;1 835 000   ;1 268 014   ;69,1   ;1 208 813   ;65,9   ;59 201   ;4,7   
21;Kentucky;1987;09;2 778 000   ;1 687 564   ;60,7   ;1 553 321   ;55,9   ;134 243   ;8,0   
22;Louisiana;1987;09;3 190 000   ;1 943 566   ;60,9   ;1 713 740   ;53,7   ;229 826   ;11,8   
23;Maine;1987;09;901 000   ;593 003   ;65,8   ;567 476   ;63,0   ;25 527   ;4,3   
24;Maryland;1987;09;3 463 000   ;2 418 491   ;69,8   ;2 315 562   ;66,9   ;102 929   ;4,3   
25;Massachusetts;1987;09;4 593 000   ;3 100 179   ;67,5   ;3 007 417   ;65,5   ;92 762   ;3,0   
26;Michigan;1987;09;6 945 000   ;4 524 960   ;65,2   ;4 151 753   ;59,8   ;373 207   ;8,2   
27;Minnesota;1987;09;3 206 000   ;2 289 373   ;71,4   ;2 174 088   ;67,8   ;115 285   ;5,0   
28;Mississippi;1987;09;1 879 000   ;1 149 591   ;61,2   ;1 039 845   ;55,3   ;109 746   ;9,5   
29;Missouri;1987;09;3 875 000   ;2 589 912   ;66,8   ;2 431 484   ;62,7   ;158 428   ;6,1   
30;Montana;1987;09;597 000   ;401 646   ;67,3   ;371 717   ;62,3   ;29 929   ;7,5   
31;Nebraska;1987;09;1 183 000   ;811 299   ;68,6   ;776 456   ;65,6   ;34 843   ;4,3   
32;Nevada;1987;09;771 000   ;561 793   ;72,9   ;527 387   ;68,4   ;34 406   ;6,1   
33;New Hampshire;1987;09;808 000   ;587 684   ;72,7   ;573 258   ;70,9   ;14 426   ;2,5   
34;New Jersey;1987;09;6 011 000   ;3 976 196   ;66,1   ;3 816 779   ;63,5   ;159 417   ;4,0   
35;New Mexico;1987;09;1 076 000   ;675 879   ;62,8   ;619 022   ;57,5   ;56 857   ;8,4   
36;New York;1987;09;13 776 000   ;8 510 594   ;61,8   ;8 107 825   ;58,9   ;402 769   ;4,7   
51000;New York city;1987;09;5 834 900   ;3 248 869   ;55,7   ;3 070 146   ;52,6   ;178 723   ;5,5   
37;North Carolina;1987;09;4 822 000   ;3 287 403   ;68,2   ;3 145 905   ;65,2   ;141 498   ;4,3   
38;North Dakota;1987;09;483 000   ;331 602   ;68,7   ;315 260   ;65,3   ;16 342   ;4,9   
39;Ohio;1987;09;8 177 000   ;5 254 117   ;64,3   ;4 908 834   ;60,0   ;345 283   ;6,6   
40;Oklahoma;1987;09;2 396 000   ;1 550 113   ;64,7   ;1 442 960   ;60,2   ;107 153   ;6,9   
41;Oregon;1987;09;2 091 000   ;1 402 696   ;67,1   ;1 315 213   ;62,9   ;87 483   ;6,2   
42;Pennsylvania;1987;09;9 309 000   ;5 697 441   ;61,2   ;5 380 410   ;57,8   ;317 031   ;5,6   
44;Rhode Island;1987;09;764 000   ;518 403   ;67,9   ;500 306   ;65,5   ;18 097   ;3,5   
45;South Carolina;1987;09;2 504 000   ;1 627 215   ;65,0   ;1 544 472   ;61,7   ;82 743   ;5,1   
46;South Dakota;1987;09;516 000   ;354 443   ;68,7   ;339 763   ;65,8   ;14 680   ;4,1   
47;Tennessee;1987;09;3 691 000   ;2 339 279   ;63,4   ;2 195 664   ;59,5   ;143 615   ;6,1   
48;Texas;1987;09;12 029 000   ;8 292 290   ;68,9   ;7 611 143   ;63,3   ;681 147   ;8,2   
49;Utah;1987;09;1 089 000   ;753 436   ;69,2   ;708 860   ;65,1   ;44 576   ;5,9   
50;Vermont;1987;09;415 000   ;297 751   ;71,7   ;287 275   ;69,2   ;10 476   ;3,5   
51;Virginia;1987;09;4 415 000   ;3 019 812   ;68,4   ;2 900 552   ;65,7   ;119 260   ;3,9   
53;Washington;1987;09;3 414 000   ;2 281 106   ;66,8   ;2 119 670   ;62,1   ;161 436   ;7,1   
54;West Virginia;1987;09;1 448 000   ;748 173   ;51,7   ;668 053   ;46,1   ;80 120   ;10,7   
55;Wisconsin;1987;09;3 624 000   ;2 497 450   ;68,9   ;2 355 877   ;65,0   ;141 573   ;5,7   
56;Wyoming;1987;09;348 000   ;238 165   ;68,4   ;220 613   ;63,4   ;17 552   ;7,4   
01;Alabama;1987;10;3 044 000   ;1 872 110   ;61,5   ;1 731 169   ;56,9   ;140 941   ;7,5   
02;Alaska;1987;10;345 000   ;247 735   ;71,8   ;223 340   ;64,7   ;24 395   ;9,8   
04;Arizona;1987;10;2 532 000   ;1 634 424   ;64,6   ;1 533 246   ;60,6   ;101 178   ;6,2   
05;Arkansas;1987;10;1 781 000   ;1 105 475   ;62,1   ;1 017 858   ;57,2   ;87 617   ;7,9   
06;California;1987;10;20 660 000   ;13 862 841   ;67,1   ;13 095 779   ;63,4   ;767 062   ;5,5   
037;Los Angeles County;1987;10;6 384 900   ;4 272 686   ;66,9   ;4 036 424   ;63,2   ;236 262   ;5,5   
08;Colorado;1987;10;2 441 000   ;1 699 581   ;69,6   ;1 579 870   ;64,7   ;119 711   ;7,0   
09;Connecticut;1987;10;2 510 000   ;1 749 560   ;69,7   ;1 694 334   ;67,5   ;55 226   ;3,2   
10;Delaware;1987;10;493 000   ;335 575   ;68,1   ;325 211   ;66,0   ;10 364   ;3,1   
11;District of Columbia;1987;10;472 000   ;329 684   ;69,8   ;310 299   ;65,7   ;19 385   ;5,9   
12;Florida;1987;10;9 498 000   ;5 937 408   ;62,5   ;5 631 624   ;59,3   ;305 784   ;5,2   
13;Georgia;1987;10;4 581 000   ;3 092 123   ;67,5   ;2 913 482   ;63,6   ;178 641   ;5,8   
15;Hawaii;1987;10;766 000   ;517 210   ;67,5   ;498 538   ;65,1   ;18 672   ;3,6   
16;Idaho;1987;10;712 000   ;471 507   ;66,2   ;437 707   ;61,5   ;33 800   ;7,2   
17;Illinois;1987;10;8 757 000   ;5 790 428   ;66,1   ;5 381 636   ;61,5   ;408 792   ;7,1   
18;Indiana;1987;10;4 169 000   ;2 758 270   ;66,2   ;2 599 612   ;62,4   ;158 658   ;5,8   
19;Iowa;1987;10;2 140 000   ;1 457 677   ;68,1   ;1 381 897   ;64,6   ;75 780   ;5,2   
20;Kansas;1987;10;1 836 000   ;1 269 411   ;69,1   ;1 210 823   ;65,9   ;58 588   ;4,6   
21;Kentucky;1987;10;2 779 000   ;1 689 352   ;60,8   ;1 555 502   ;56,0   ;133 850   ;7,9   
22;Louisiana;1987;10;3 188 000   ;1 942 201   ;60,9   ;1 713 561   ;53,8   ;228 640   ;11,8   
23;Maine;1987;10;903 000   ;594 044   ;65,8   ;568 953   ;63,0   ;25 091   ;4,2   
24;Maryland;1987;10;3 468 000   ;2 425 476   ;69,9   ;2 321 367   ;66,9   ;104 109   ;4,3   
25;Massachusetts;1987;10;4 595 000   ;3 106 271   ;67,6   ;3 013 346   ;65,6   ;92 925   ;3,0   
26;Michigan;1987;10;6 948 000   ;4 524 446   ;65,1   ;4 152 840   ;59,8   ;371 606   ;8,2   
27;Minnesota;1987;10;3 210 000   ;2 290 737   ;71,4   ;2 178 649   ;67,9   ;112 088   ;4,9   
28;Mississippi;1987;10;1 880 000   ;1 149 524   ;61,1   ;1 041 835   ;55,4   ;107 689   ;9,4   
29;Missouri;1987;10;3 878 000   ;2 586 516   ;66,7   ;2 432 708   ;62,7   ;153 808   ;5,9   
30;Montana;1987;10;597 000   ;402 238   ;67,4   ;372 343   ;62,4   ;29 895   ;7,4   
31;Nebraska;1987;10;1 183 000   ;811 340   ;68,6   ;777 469   ;65,7   ;33 871   ;4,2   
32;Nevada;1987;10;774 000   ;563 774   ;72,8   ;529 557   ;68,4   ;34 217   ;6,1   
33;New Hampshire;1987;10;810 000   ;588 950   ;72,7   ;574 472   ;70,9   ;14 478   ;2,5   
34;New Jersey;1987;10;6 014 000   ;3 976 318   ;66,1   ;3 819 113   ;63,5   ;157 205   ;4,0   
35;New Mexico;1987;10;1 076 000   ;676 635   ;62,9   ;620 134   ;57,6   ;56 501   ;8,4   
36;New York;1987;10;13 779 000   ;8 520 595   ;61,8   ;8 120 516   ;58,9   ;400 079   ;4,7   
51000;New York city;1987;10;5 834 800   ;3 249 888   ;55,7   ;3 072 558   ;52,7   ;177 330   ;5,5   
37;North Carolina;1987;10;4 827 000   ;3 293 871   ;68,2   ;3 153 161   ;65,3   ;140 710   ;4,3   
38;North Dakota;1987;10;483 000   ;331 854   ;68,7   ;315 478   ;65,3   ;16 376   ;4,9   
39;Ohio;1987;10;8 183 000   ;5 260 060   ;64,3   ;4 921 268   ;60,1   ;338 792   ;6,4   
40;Oklahoma;1987;10;2 395 000   ;1 548 062   ;64,6   ;1 441 547   ;60,2   ;106 515   ;6,9   
41;Oregon;1987;10;2 094 000   ;1 407 644   ;67,2   ;1 319 839   ;63,0   ;87 805   ;6,2   
42;Pennsylvania;1987;10;9 312 000   ;5 710 659   ;61,3   ;5 394 136   ;57,9   ;316 523   ;5,5   
44;Rhode Island;1987;10;764 000   ;518 312   ;67,8   ;500 510   ;65,5   ;17 802   ;3,4   
45;South Carolina;1987;10;2 507 000   ;1 632 476   ;65,1   ;1 549 209   ;61,8   ;83 267   ;5,1   
46;South Dakota;1987;10;516 000   ;355 227   ;68,8   ;340 528   ;66,0   ;14 699   ;4,1   
47;Tennessee;1987;10;3 694 000   ;2 340 619   ;63,4   ;2 199 556   ;59,5   ;141 063   ;6,0   
48;Texas;1987;10;12 032 000   ;8 298 109   ;69,0   ;7 623 766   ;63,4   ;674 343   ;8,1   
49;Utah;1987;10;1 089 000   ;753 755   ;69,2   ;710 072   ;65,2   ;43 683   ;5,8   
50;Vermont;1987;10;415 000   ;298 300   ;71,9   ;288 056   ;69,4   ;10 244   ;3,4   
51;Virginia;1987;10;4 422 000   ;3 028 511   ;68,5   ;2 910 143   ;65,8   ;118 368   ;3,9   
53;Washington;1987;10;3 420 000   ;2 288 255   ;66,9   ;2 127 520   ;62,2   ;160 735   ;7,0   
54;West Virginia;1987;10;1 448 000   ;748 617   ;51,7   ;668 938   ;46,2   ;79 679   ;10,6   
55;Wisconsin;1987;10;3 626 000   ;2 502 143   ;69,0   ;2 362 829   ;65,2   ;139 314   ;5,6   
56;Wyoming;1987;10;347 000   ;237 956   ;68,6   ;220 866   ;63,7   ;17 090   ;7,2   
01;Alabama;1987;11;3 046 000   ;1 872 135   ;61,5   ;1 732 529   ;56,9   ;139 606   ;7,5   
02;Alaska;1987;11;345 000   ;248 007   ;71,9   ;224 015   ;64,9   ;23 992   ;9,7   
04;Arizona;1987;11;2 537 000   ;1 638 283   ;64,6   ;1 536 677   ;60,6   ;101 606   ;6,2   
05;Arkansas;1987;11;1 781 000   ;1 107 837   ;62,2   ;1 020 490   ;57,3   ;87 347   ;7,9   
06;California;1987;11;20 698 000   ;13 899 418   ;67,2   ;13 134 912   ;63,5   ;764 506   ;5,5   
037;Los Angeles County;1987;11;6 390 500   ;4 287 003   ;67,1   ;4 051 742   ;63,4   ;235 261   ;5,5   
08;Colorado;1987;11;2 441 000   ;1 702 207   ;69,7   ;1 582 433   ;64,8   ;119 774   ;7,0   
09;Connecticut;1987;11;2 511 000   ;1 749 470   ;69,7   ;1 695 064   ;67,5   ;54 406   ;3,1   
10;Delaware;1987;11;494 000   ;337 285   ;68,3   ;326 611   ;66,1   ;10 674   ;3,2   
11;District of Columbia;1987;11;471 000   ;329 515   ;70,0   ;310 560   ;65,9   ;18 955   ;5,8   
12;Florida;1987;11;9 517 000   ;5 958 287   ;62,6   ;5 651 434   ;59,4   ;306 853   ;5,2   
13;Georgia;1987;11;4 587 000   ;3 101 711   ;67,6   ;2 920 626   ;63,7   ;181 085   ;5,8   
15;Hawaii;1987;11;768 000   ;518 247   ;67,5   ;500 043   ;65,1   ;18 204   ;3,5   
16;Idaho;1987;11;713 000   ;471 404   ;66,1   ;438 316   ;61,5   ;33 088   ;7,0   
17;Illinois;1987;11;8 761 000   ;5 796 888   ;66,2   ;5 389 223   ;61,5   ;407 665   ;7,0   
18;Indiana;1987;11;4 172 000   ;2 761 088   ;66,2   ;2 607 094   ;62,5   ;153 994   ;5,6   
19;Iowa;1987;11;2 141 000   ;1 460 565   ;68,2   ;1 386 858   ;64,8   ;73 707   ;5,0   
